week,grain,division,district,admissions,lag_0,lag_1,lag_2,lag_3,lag_4,lag_8,roll_mean_4,roll_mean_8,roll_max_4,roll_max_8,roll_std_4,growth_1_4,growth_4_8,peer_other_lag1,log_population,month,woy_sin,woy_cos,eid_days,ramadan_days,holiday_days,fog_days,rain_lag_0,rain_lag_2,rain_lag_3,rain_lag_4,rain_lag_5,rain_lag_6,rain_lag_8,rain_lag_10,rain_lag_12,temp_lag_0,temp_max_lag_0,temp_lag_2,temp_lag_4,temp_max_lag_4,temp_lag_6,temp_lag_8,humid_lag_0,humid_lag_4,humid_lag_8,rain_sum_4_8,rain_sum_8_12,rain_sum_0_3,rain_x_temp_4_8,y_w1,y_w2,y_w4
2022-02-28,district,Khulna,Bagerhat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.293655332969385,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,8.120000000000001,3.0,0.0,64.67,12.190000000000001,0.22999999999999998,0.0,0.0,62.879999999999995,23.865714285714287,30.577142857142857,18.944285714285716,18.52,24.874285714285715,17.305714285714284,17.15,59.96857142857142,73.61285714285714,82.34142857142857,18.349999999999945,62.87999999999994,16.269999999999946,317.5598571428562,0.0,0.0,0.0
2022-02-28,district,Chattogram,Bandarban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,13.083849134642064,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.0,0.3,0.35,20.21,13.79,0.14,0.0,0.0,68.16,21.685714285714287,30.76571428571429,17.414285714285715,16.232857142857142,23.162857142857142,16.875714285714285,17.172857142857143,49.99714285714286,70.71000000000001,70.84,15.479999999999942,68.15999999999994,11.429999999999943,261.23605714285617,0.0,0.0,0.0
2022-02-28,district,Barishal,Barguna,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.75,0.375,2.0,2.0,0.9574271077563381,0.5714285714285714,1.2727272727272727,0.0,13.825985503658258,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,5.97,4.47,0.05,62.36,9.07,0.27999999999999997,0.0,0.0,61.65,24.87,30.32428571428571,20.124285714285715,19.812857142857144,24.358571428571427,18.534285714285716,18.41142857142857,60.41714285714285,72.67428571428572,79.3,15.52,61.65,20.45,287.6521142857143,0.0,0.0,0.0
2022-02-28,district,Barishal,Barishal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.125,1.0,1.0,0.5,0.8,1.1111111111111112,0.0,14.759591538819928,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,1.7,1.74,0.01,52.7,16.919999999999998,0.02,0.0,0.01,84.61,23.155714285714286,28.87857142857143,18.697142857142858,17.834285714285716,23.187142857142856,17.81714285714286,17.62,60.93285714285714,75.28714285714285,82.84857142857143,22.59999999999997,84.61999999999998,6.9599999999999715,402.66742857142805,0.0,0.0,0.0
2022-02-28,district,Barishal,Bhola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.474332303919413,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,1.57,1.74,0.0,51.46,12.629999999999999,0.01,0.0,0.0,71.19,23.36285714285714,28.475714285714286,18.978571428571428,18.475714285714282,23.29714285714286,18.075714285714287,17.775714285714283,63.19714285714286,76.49142857142859,83.75571428571428,18.529999999999998,71.19,11.48,334.9429857142857,0.0,0.0,0.0
2022-02-28,district,Rajshahi,Bogura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.133070942652425,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.15,0.21,4.57,39.77,1.25,0.39,0.0,0.0,9.57,22.53142857142857,29.88,18.082857142857144,16.06142857142857,21.638571428571428,16.641428571428573,17.352857142857143,57.44,76.10714285714286,80.40428571428572,24.810000000000002,10.98,13.690000000000001,412.87384285714296,0.0,0.0,0.0
2022-02-28,district,Chattogram,Brahmanbaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.011418629578971,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.01,1.23,0.02,33.66,14.91,0.14,0.0,0.49,97.53,23.264285714285712,30.842857142857145,18.267142857142858,17.085714285714285,23.43,17.751428571428573,17.962857142857143,52.86571428571428,72.03714285714285,75.85428571428572,22.34,98.02,6.83,396.5669142857143,0.0,0.0,0.0
2022-02-28,district,Chattogram,Chandpur,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,14.784677570641602,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,1.18,2.54,0.12000000000000001,47.43,16.88,0.16,0.0,0.04,107.27,23.367142857142856,29.864285714285717,18.68857142857143,17.455714285714286,23.157142857142855,17.62857142857143,17.53142857142857,57.839999999999996,73.53714285714285,81.88857142857144,22.799999999999983,107.31,8.309999999999993,401.9314285714283,0.0,0.0,0.0
2022-02-28,district,Rajshahi,Chapai Nawabganj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.42284219169915,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.49,0.36,6.17,41.72,1.23,2.38,0.0,0.0,7.04,23.344285714285714,31.57,18.301428571428573,16.704285714285714,23.295714285714286,16.174285714285713,17.025714285714287,52.57,70.97428571428571,75.10000000000001,13.44,9.52,11.72,217.38239999999996,0.0,0.0,1.0
2022-02-28,district,Chattogram,Chattogram,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.875,2.0,2.0,0.816496580927726,1.5,1.0666666666666667,0.0,16.0313893910521,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.0,0.1,0.05,32.44,11.58,0.02,0.0,0.0,79.68,22.65857142857143,29.447142857142858,18.37,18.16142857142857,23.240000000000002,18.72,17.96857142857143,60.471428571428575,73.53285714285714,79.11,17.11,79.68,6.71,320.2992,0.0,0.0,0.0
2022-02-28,district,Khulna,Chuadanga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.025824966620137,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,9.14,3.03,4.1499999999999995,32.849999999999994,5.91,3.1,0.0,0.0,65.09,23.244285714285716,30.669999999999998,18.50857142857143,17.38714285714286,24.12,16.45714285714286,17.03142857142857,60.58142857142857,72.77,77.58571428571429,22.560000000000002,65.4,33.4,371.27314285714294,0.0,0.0,0.0
2022-02-28,district,Chattogram,Cox's Bazar,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.625,0.0,13.0,0.0,1.0,0.38095238095238093,0.1,14.85340457459757,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.0,0.18,0.1,37.79,21.330000000000002,0.0,0.0,0.0,40.589999999999996,23.66142857142857,27.15142857142857,20.942857142857143,20.935714285714287,22.995714285714286,20.794285714285714,20.479999999999997,67.58428571428571,66.06857142857143,76.06142857142856,30.150000000000002,40.58999999999999,35.53,626.9477142857143,0.0,0.0,0.0
2022-02-28,district,Chattogram,Cumilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,1.0,0.8888888888888888,0.1,15.642028234056378,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.04,1.93,0.0,38.349999999999994,13.27,0.15000000000000002,0.0,0.16,96.11999999999999,22.584285714285716,29.607142857142858,17.557142857142857,16.644285714285715,22.825714285714287,17.36,17.304285714285715,58.885714285714286,76.82142857142857,80.71285714285715,19.69,96.27999999999997,5.42,341.8184,0.0,0.0,0.0
2022-02-28,district,Dhaka,Dhaka,2.0,2.0,1.0,0.0,2.0,7.0,18.0,1.25,5.5,2.0,14.0,0.9574271077563381,1.3333333333333333,0.34615384615384615,0.0,16.50571588212586,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,2.3499999999999996,2.6,2.1,38.75,11.299999999999999,0.74,0.0,0.01,86.89999999999999,23.364285714285717,30.074285714285715,18.685714285714287,17.084285714285716,23.052857142857142,17.235714285714288,17.544285714285714,57.44428571428572,73.18714285714285,80.55571428571429,26.939999999999998,86.91,14.75,464.33014285714285,4.0,0.0,6.0
2022-02-28,district,Rangpur,Dinajpur,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,1.0,0.5,0.8,1.0,0.0,15.014039973896766,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.0,0.03,1.7900000000000003,44.62,0.47,0.44000000000000006,0.0,0.0,0.62,21.69142857142857,30.135714285714283,17.437142857142856,15.607142857142858,21.62142857142857,15.971428571428573,16.705714285714286,56.93285714285714,75.95142857142856,81.16,18.47,5.61,11.180000000000007,294.99228571428574,0.0,0.0,0.0
2022-02-28,district,Dhaka,Faridpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,14.586949375506412,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,4.9399999999999995,3.59,0.83,47.79,16.5,0.62,0.0,0.0,103.2,23.47714285714286,30.027142857142856,18.75,17.50857142857143,23.535714285714285,17.214285714285715,17.404285714285713,57.93285714285714,73.0942857142857,81.20285714285714,25.54,103.20000000000002,17.78,439.65285714285716,0.0,0.0,0.0
2022-02-28,district,Chattogram,Feni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.0,1.0,0.8,0.1,14.315616531026453,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.08,0.97,0.0,38.01,14.18,0.06,0.0,0.01,86.75,21.90857142857143,28.419999999999998,17.447142857142858,17.295714285714286,23.101428571428574,17.644285714285715,16.861428571428572,64.51,75.89428571428572,84.23428571428572,21.91,86.76,5.57,386.5863,0.0,0.0,0.0
2022-02-28,district,Rangpur,Gaibandha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,14.756389311593516,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.0,0.05,3.2199999999999998,45.04,0.31,0.32,0.0,0.0,2.0,22.2,29.842857142857145,17.945714285714285,16.071428571428573,21.61285714285714,16.788571428571426,17.495714285714286,56.24428571428571,74.7057142857143,79.76142857142857,19.65,4.9399999999999995,18.13,329.8954285714285,0.0,0.0,0.0
2022-02-28,district,Dhaka,Gazipur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,15.476301822982395,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,0.49,1.91,0.48,37.42,13.959999999999999,0.34,0.0,0.16,98.8,23.52285714285714,30.84142857142857,18.654285714285713,17.288571428571426,23.408571428571427,17.752857142857145,17.78,54.62571428571429,71.10571428571428,79.25142857142858,23.9,98.96,8.719999999999999,424.29328571428573,0.0,0.0,0.0
2022-02-28,district,Dhaka,Gopalganj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08333333333333333,14.07406217891923,2,0.8854560256532099,0.4647231720437686,0.0,0.0,0.0,0.0,7.140000000000001,3.09,0.14,59.6,16.87,0.23,0.0,0.0,83.34,23.535714285714285,30.118571428571425,18.63714285714286,17.752857142857142,24.05857142857143,17.06714285714286,17.211428571428574,59.08428571428572,74.23571428571428,81.83571428571429,23.0,83.34,16.800000000000008,392.54428571428576,0.0,0.0,0.0
